,child-process,cpu#,hardirq-softirq,irqs-off,need-resched,need-resched_lazy,parent-process,preempt-depth,task-pid,timestamp
27,put_prev_task_rt,000,null,d,null,null,pick_next_task_rt,2,pi_stress-2410,182875.265931
28,update_curr_rt,000,null,d,null,null,put_prev_task_rt,2,pi_stress-2410,182875.265932
29,switch_kmaps,000,null,d,null,null,__schedule,2,pi_stress-2410,182875.265934
30,atomic_notifier_call_chain,000,null,d,null,null,__switch_to,2,pi_stress-2410,182875.265935
31,__rcu_read_lock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2410,182875.265936
32,notifier_call_chain,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2410,182875.265937
33,vfp_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2410,182875.265938
34,thumbee_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2410,182875.265939
35,__rcu_read_unlock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2410,182875.265941
36,finish_task_switch,000,null,d,null,null,__schedule,2,pi_stress-2408,182875.265942
37,preempt_count_sub,000,null,null,null,null,finish_task_switch,2,pi_stress-2408,182875.265943
38,try_to_wake_up,000,null,null,null,null,__wake_up_q,null,pi_stress-2408,182875.265945
39,preempt_count_add,000,null,d,null,null,try_to_wake_up,null,pi_stress-2408,182875.265946
40,preempt_count_add,000,null,d,null,null,try_to_wake_up,1,pi_stress-2408,182875.265947
41,update_rq_clock,000,null,d,null,null,try_to_wake_up,2,pi_stress-2408,182875.265948
42,activate_task,000,null,d,null,null,try_to_wake_up,2,pi_stress-2408,182875.26595
43,enqueue_task_rt,000,null,d,null,null,activate_task,2,pi_stress-2408,182875.265951
44,dequeue_rt_stack,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2408,182875.265952
45,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,2,pi_stress-2408,182875.265953
46,preempt_count_add,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2408,182875.265954
47,preempt_count_sub,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2408,182875.265955
48,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2408,182875.265956
49,check_preempt_curr,000,null,d,null,null,try_to_wake_up,2,pi_stress-2408,182875.265958
50,check_preempt_curr_rt,000,null,d,null,null,check_preempt_curr,2,pi_stress-2408,182875.265959
51,resched_curr,000,null,d,null,null,check_preempt_curr_rt,2,pi_stress-2408,182875.26596
52,ttwu_do_wakeup.part.20,000,null,d,n,null,try_to_wake_up,2,pi_stress-2408,182875.265961
53,preempt_count_sub,000,null,d,n,null,try_to_wake_up,2,pi_stress-2408,182875.265962
54,preempt_count_sub,000,null,null,n,null,try_to_wake_up,1,pi_stress-2408,182875.265964
55,rcu_note_context_switch,000,null,d,n,null,__schedule,1,pi_stress-2408,182875.265965
56,rcu_sched_qs,000,null,d,n,null,rcu_note_context_switch,1,pi_stress-2408,182875.265966
57,rcu_preempt_qs,000,null,d,n,null,rcu_note_context_switch,1,pi_stress-2408,182875.265967
58,preempt_count_add,000,null,d,n,null,__schedule,1,pi_stress-2408,182875.265969
59,update_rq_clock,000,null,d,n,null,__schedule,2,pi_stress-2408,182875.26597
60,pick_next_task_dl,000,null,d,n,null,__schedule,2,pi_stress-2408,182875.265971
61,pick_next_task_rt,000,null,d,n,null,__schedule,2,pi_stress-2408,182875.265972
62,update_curr_rt,000,null,d,n,null,pick_next_task_rt,2,pi_stress-2408,182875.265973
63,dbs_update_util_handler,000,null,d,n,null,update_curr_rt,2,pi_stress-2408,182875.265974
64,cpuacct_charge,000,null,d,n,null,update_curr_rt,2,pi_stress-2408,182875.265975
65,__rcu_read_lock,000,null,d,n,null,cpuacct_charge,2,pi_stress-2408,182875.265977
66,__rcu_read_unlock,000,null,d,n,null,cpuacct_charge,2,pi_stress-2408,182875.265978
67,preempt_count_add,000,null,d,n,null,update_curr_rt,2,pi_stress-2408,182875.265979
68,preempt_count_sub,000,null,d,n,null,update_curr_rt,3,pi_stress-2408,182875.26598
69,put_prev_task_rt,000,null,d,n,null,pick_next_task_rt,2,pi_stress-2408,182875.265981
70,update_curr_rt,000,null,d,n,null,put_prev_task_rt,2,pi_stress-2408,182875.265982
71,switch_kmaps,000,null,d,null,null,__schedule,2,pi_stress-2408,182875.265984
72,atomic_notifier_call_chain,000,null,d,null,null,__switch_to,2,pi_stress-2408,182875.265985
73,__rcu_read_lock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2408,182875.265986
74,notifier_call_chain,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2408,182875.265988
75,vfp_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2408,182875.265989
76,thumbee_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2408,182875.26599
77,__rcu_read_unlock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2408,182875.265991
78,finish_task_switch,000,null,d,null,null,__schedule,2,pi_stress-2409,182875.265992
79,preempt_count_sub,000,null,null,null,null,finish_task_switch,2,pi_stress-2409,182875.265994
80,preempt_count_sub,000,null,null,null,null,schedule,1,pi_stress-2409,182875.265995
81,drop_futex_key_refs,000,null,null,null,null,futex_wait,null,pi_stress-2409,182875.265996
82,SyS_futex,000,null,null,null,null,ret_fast_syscall,null,pi_stress-2409,182875.265998
83,do_futex,000,null,null,null,null,SyS_futex,null,pi_stress-2409,182875.265999
84,futex_wait,000,null,null,null,null,do_futex,null,pi_stress-2409,182875.266
85,futex_wait_setup,000,null,null,null,null,futex_wait,null,pi_stress-2409,182875.266001
86,get_futex_key,000,null,null,null,null,futex_wait_setup,null,pi_stress-2409,182875.266003
87,get_futex_key_refs,000,null,null,null,null,get_futex_key,null,pi_stress-2409,182875.266004
88,hash_futex,000,null,null,null,null,futex_wait_setup,null,pi_stress-2409,182875.266005
89,rt_spin_lock,000,null,null,null,null,futex_wait_setup,null,pi_stress-2409,182875.266006
90,get_futex_value_locked,000,null,null,null,null,futex_wait_setup,null,pi_stress-2409,182875.266007
91,futex_wait_queue_me,000,null,null,null,null,futex_wait,null,pi_stress-2409,182875.266008
92,rt_spin_unlock,000,null,null,null,null,futex_wait_queue_me,null,pi_stress-2409,182875.26601
93,schedule,000,null,null,null,null,futex_wait_queue_me,null,pi_stress-2409,182875.266011
94,preempt_count_add,000,null,null,null,null,schedule,null,pi_stress-2409,182875.266012
95,rcu_note_context_switch,000,null,d,null,null,__schedule,1,pi_stress-2409,182875.266013
96,rcu_sched_qs,000,null,d,null,null,rcu_note_context_switch,1,pi_stress-2409,182875.266014
97,rcu_preempt_qs,000,null,d,null,null,rcu_note_context_switch,1,pi_stress-2409,182875.266015
98,preempt_count_add,000,null,d,null,null,__schedule,1,pi_stress-2409,182875.266017
99,update_rq_clock,000,null,d,null,null,__schedule,2,pi_stress-2409,182875.266018
100,deactivate_task,000,null,d,null,null,__schedule,2,pi_stress-2409,182875.266019
101,dequeue_task_rt,000,null,d,null,null,deactivate_task,2,pi_stress-2409,182875.26602
102,update_curr_rt,000,null,d,null,null,dequeue_task_rt,2,pi_stress-2409,182875.266021
103,dbs_update_util_handler,000,null,d,null,null,update_curr_rt,2,pi_stress-2409,182875.266023
104,cpuacct_charge,000,null,d,null,null,update_curr_rt,2,pi_stress-2409,182875.266024
105,__rcu_read_lock,000,null,d,null,null,cpuacct_charge,2,pi_stress-2409,182875.266025
106,__rcu_read_unlock,000,null,d,null,null,cpuacct_charge,2,pi_stress-2409,182875.266026
107,preempt_count_add,000,null,d,null,null,update_curr_rt,2,pi_stress-2409,182875.266027
108,preempt_count_sub,000,null,d,null,null,update_curr_rt,3,pi_stress-2409,182875.266028
109,dequeue_rt_stack,000,null,d,null,null,dequeue_task_rt,2,pi_stress-2409,182875.266029
110,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,2,pi_stress-2409,182875.26603
111,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,dequeue_task_rt,2,pi_stress-2409,182875.266032
112,pick_next_task_dl,000,null,d,null,null,__schedule,2,pi_stress-2409,182875.266033
113,pick_next_task_rt,000,null,d,null,null,__schedule,2,pi_stress-2409,182875.266034
114,update_curr_rt,000,null,d,null,null,pick_next_task_rt,2,pi_stress-2409,182875.266035
115,put_prev_task_rt,000,null,d,null,null,pick_next_task_rt,2,pi_stress-2409,182875.266037
116,update_curr_rt,000,null,d,null,null,put_prev_task_rt,2,pi_stress-2409,182875.266038
117,switch_kmaps,000,null,d,null,null,__schedule,2,pi_stress-2409,182875.266039
118,atomic_notifier_call_chain,000,null,d,null,null,__switch_to,2,pi_stress-2409,182875.266041
119,__rcu_read_lock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2409,182875.266042
120,notifier_call_chain,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2409,182875.266043
121,vfp_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2409,182875.266044
122,thumbee_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2409,182875.266045
123,__rcu_read_unlock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2409,182875.266046
124,finish_task_switch,000,null,d,null,null,__schedule,2,pi_stress-2408,182875.266048
125,preempt_count_sub,000,null,null,null,null,finish_task_switch,2,pi_stress-2408,182875.266049
126,drop_futex_key_refs,000,null,null,null,null,futex_wake,null,pi_stress-2408,182875.26605
127,SyS_futex,000,null,null,null,null,ret_fast_syscall,null,pi_stress-2408,182875.266053
128,do_futex,000,null,null,null,null,SyS_futex,null,pi_stress-2408,182875.266054
129,futex_wake,000,null,null,null,null,do_futex,null,pi_stress-2408,182875.266055
130,get_futex_key,000,null,null,null,null,futex_wake,null,pi_stress-2408,182875.266056
131,get_futex_key_refs,000,null,null,null,null,get_futex_key,null,pi_stress-2408,182875.266058
132,hash_futex,000,null,null,null,null,futex_wake,null,pi_stress-2408,182875.266059
133,rt_spin_lock,000,null,null,null,null,futex_wake,null,pi_stress-2408,182875.26606
134,mark_wake_futex,000,null,null,null,null,futex_wake,null,pi_stress-2408,182875.266061
135,__wake_q_add,000,null,null,null,null,mark_wake_futex,null,pi_stress-2408,182875.266062
136,__unqueue_futex,000,null,null,null,null,mark_wake_futex,null,pi_stress-2408,182875.266063
137,rt_spin_unlock,000,null,null,null,null,futex_wake,null,pi_stress-2408,182875.266064
138,__wake_up_q,000,null,null,null,null,futex_wake,null,pi_stress-2408,182875.266066
139,try_to_wake_up,000,null,null,null,null,__wake_up_q,null,pi_stress-2408,182875.266067
140,preempt_count_add,000,null,d,null,null,try_to_wake_up,null,pi_stress-2408,182875.266068
141,preempt_count_add,000,null,d,null,null,try_to_wake_up,1,pi_stress-2408,182875.266069
142,update_rq_clock,000,null,d,null,null,try_to_wake_up,2,pi_stress-2408,182875.26607
143,activate_task,000,null,d,null,null,try_to_wake_up,2,pi_stress-2408,182875.266072
144,enqueue_task_rt,000,null,d,null,null,activate_task,2,pi_stress-2408,182875.266073
145,dequeue_rt_stack,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2408,182875.266075
146,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,2,pi_stress-2408,182875.266076
147,preempt_count_add,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2408,182875.266078
148,preempt_count_sub,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2408,182875.266079
149,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2408,182875.26608
150,check_preempt_curr,000,null,d,null,null,try_to_wake_up,2,pi_stress-2408,182875.266081
151,check_preempt_curr_rt,000,null,d,null,null,check_preempt_curr,2,pi_stress-2408,182875.266082
152,resched_curr,000,null,d,null,null,check_preempt_curr_rt,2,pi_stress-2408,182875.266083
153,ttwu_do_wakeup.part.20,000,null,d,n,null,try_to_wake_up,2,pi_stress-2408,182875.266085
154,preempt_count_sub,000,null,d,n,null,try_to_wake_up,2,pi_stress-2408,182875.266086
155,preempt_count_sub,000,null,null,n,null,try_to_wake_up,1,pi_stress-2408,182875.266087
156,rcu_note_context_switch,000,null,d,n,null,__schedule,1,pi_stress-2408,182875.266089
157,rcu_sched_qs,000,null,d,n,null,rcu_note_context_switch,1,pi_stress-2408,182875.26609
158,rcu_preempt_qs,000,null,d,n,null,rcu_note_context_switch,1,pi_stress-2408,182875.266091
159,preempt_count_add,000,null,d,n,null,__schedule,1,pi_stress-2408,182875.266092
160,update_rq_clock,000,null,d,n,null,__schedule,2,pi_stress-2408,182875.266093
161,pick_next_task_dl,000,null,d,n,null,__schedule,2,pi_stress-2408,182875.266094
162,pick_next_task_rt,000,null,d,n,null,__schedule,2,pi_stress-2408,182875.266096
163,update_curr_rt,000,null,d,n,null,pick_next_task_rt,2,pi_stress-2408,182875.266097
164,dbs_update_util_handler,000,null,d,n,null,update_curr_rt,2,pi_stress-2408,182875.266098
165,cpuacct_charge,000,null,d,n,null,update_curr_rt,2,pi_stress-2408,182875.266099
166,__rcu_read_lock,000,null,d,n,null,cpuacct_charge,2,pi_stress-2408,182875.2661
167,__rcu_read_unlock,000,null,d,n,null,cpuacct_charge,2,pi_stress-2408,182875.266101
168,preempt_count_add,000,null,d,n,null,update_curr_rt,2,pi_stress-2408,182875.266102
169,preempt_count_sub,000,null,d,n,null,update_curr_rt,3,pi_stress-2408,182875.266104
170,put_prev_task_rt,000,null,d,n,null,pick_next_task_rt,2,pi_stress-2408,182875.266105
171,update_curr_rt,000,null,d,n,null,put_prev_task_rt,2,pi_stress-2408,182875.266106
172,switch_kmaps,000,null,d,null,null,__schedule,2,pi_stress-2408,182875.266108
173,atomic_notifier_call_chain,000,null,d,null,null,__switch_to,2,pi_stress-2408,182875.266109
174,__rcu_read_lock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2408,182875.26611
175,notifier_call_chain,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2408,182875.266111
176,vfp_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2408,182875.266112
177,thumbee_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2408,182875.266114
178,__rcu_read_unlock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2408,182875.266115
179,finish_task_switch,000,null,d,null,null,__schedule,2,pi_stress-2410,182875.266116
180,preempt_count_sub,000,null,null,null,null,finish_task_switch,2,pi_stress-2410,182875.266117
181,preempt_count_sub,000,null,null,null,null,schedule,1,pi_stress-2410,182875.266118
182,drop_futex_key_refs,000,null,null,null,null,futex_wait,null,pi_stress-2410,182875.266119
183,SyS_futex,000,null,null,null,null,ret_fast_syscall,null,pi_stress-2410,182875.266122
184,do_futex,000,null,null,null,null,SyS_futex,null,pi_stress-2410,182875.266123
185,futex_lock_pi,000,null,null,null,null,do_futex,null,pi_stress-2410,182875.266124
186,refill_pi_state_cache.part.0,000,null,null,null,null,futex_lock_pi,null,pi_stress-2410,182875.266125
187,kmem_cache_alloc_trace,000,null,null,null,null,refill_pi_state_cache.part.0,null,pi_stress-2410,182875.266127
188,get_futex_key,000,null,null,null,null,futex_lock_pi,null,pi_stress-2410,182875.266128
189,get_futex_key_refs,000,null,null,null,null,get_futex_key,null,pi_stress-2410,182875.266129
190,hash_futex,000,null,null,null,null,futex_lock_pi,null,pi_stress-2410,182875.26613
191,rt_spin_lock,000,null,null,null,null,futex_lock_pi,null,pi_stress-2410,182875.266131
192,futex_lock_pi_atomic,000,null,null,null,null,futex_lock_pi,null,pi_stress-2410,182875.266133
193,__task_pid_nr_ns,000,null,null,null,null,futex_lock_pi_atomic,null,pi_stress-2410,182875.266134
194,__rcu_read_lock,000,null,null,null,null,__task_pid_nr_ns,null,pi_stress-2410,182875.266135
195,__rcu_read_unlock,000,null,null,null,null,__task_pid_nr_ns,null,pi_stress-2410,182875.266136
196,get_futex_value_locked,000,null,null,null,null,futex_lock_pi_atomic,null,pi_stress-2410,182875.266138
197,futex_top_waiter,000,null,null,null,null,futex_lock_pi_atomic,null,pi_stress-2410,182875.266139
198,cmpxchg_futex_value_locked,000,null,null,null,null,futex_lock_pi_atomic,null,pi_stress-2410,182875.26614
199,preempt_count_add,000,null,null,null,null,cmpxchg_futex_value_locked,null,pi_stress-2410,182875.266141
200,preempt_count_sub,000,null,null,null,null,cmpxchg_futex_value_locked,1,pi_stress-2410,182875.266142
201,attach_to_pi_owner,000,null,null,null,null,futex_lock_pi_atomic,null,pi_stress-2410,182875.266144
202,__rcu_read_lock,000,null,null,null,null,attach_to_pi_owner,null,pi_stress-2410,182875.266145
203,find_task_by_vpid,000,null,null,null,null,attach_to_pi_owner,null,pi_stress-2410,182875.266146
204,find_pid_ns,000,null,null,null,null,find_task_by_vpid,null,pi_stress-2410,182875.266147
205,__rcu_read_unlock,000,null,null,null,null,attach_to_pi_owner,null,pi_stress-2410,182875.266148
206,preempt_count_add,000,null,d,null,null,attach_to_pi_owner,null,pi_stress-2410,182875.266149
207,rt_mutex_init_proxy_locked,000,null,d,null,null,attach_to_pi_owner,1,pi_stress-2410,182875.26615
208,preempt_count_sub,000,null,null,null,null,attach_to_pi_owner,1,pi_stress-2410,182875.266152
209,rt_mutex_init_waiter,000,null,null,null,null,futex_lock_pi,null,pi_stress-2410,182875.266153
210,preempt_count_add,000,null,d,null,null,futex_lock_pi,null,pi_stress-2410,182875.266154
211,rt_spin_unlock,000,null,d,null,null,futex_lock_pi,1,pi_stress-2410,182875.266155
212,__rt_mutex_start_proxy_lock,000,null,d,null,null,futex_lock_pi,1,pi_stress-2410,182875.266157
213,__try_to_take_rt_mutex,000,null,d,null,null,__rt_mutex_start_proxy_lock,1,pi_stress-2410,182875.266158
214,preempt_count_add,000,null,d,null,null,__rt_mutex_start_proxy_lock,1,pi_stress-2410,182875.266159
215,preempt_count_sub,000,null,d,null,null,__rt_mutex_start_proxy_lock,2,pi_stress-2410,182875.26616
216,task_blocks_on_rt_mutex,000,null,d,null,null,__rt_mutex_start_proxy_lock,1,pi_stress-2410,182875.266161
217,preempt_count_add,000,null,d,null,null,task_blocks_on_rt_mutex,1,pi_stress-2410,182875.266162
218,rt_mutex_enqueue,000,null,d,null,null,task_blocks_on_rt_mutex,2,pi_stress-2410,182875.266163
219,preempt_count_sub,000,null,d,null,null,task_blocks_on_rt_mutex,2,pi_stress-2410,182875.266165
220,preempt_count_add,000,null,d,null,null,task_blocks_on_rt_mutex,1,pi_stress-2410,182875.266166
221,rt_mutex_enqueue_pi,000,null,d,null,null,task_blocks_on_rt_mutex,2,pi_stress-2410,182875.266167
222,rt_mutex_setprio,000,null,d,null,null,task_blocks_on_rt_mutex,2,pi_stress-2410,182875.266169
223,__task_rq_lock,000,null,d,null,null,rt_mutex_setprio,2,pi_stress-2410,182875.26617
224,preempt_count_add,000,null,d,null,null,__task_rq_lock,2,pi_stress-2410,182875.266171
225,update_rq_clock,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2410,182875.266172
226,dequeue_task_rt,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2410,182875.266174
227,update_curr_rt,000,null,d,null,null,dequeue_task_rt,3,pi_stress-2410,182875.266175
228,dbs_update_util_handler,000,null,d,null,null,update_curr_rt,3,pi_stress-2410,182875.266176
229,cpuacct_charge,000,null,d,null,null,update_curr_rt,3,pi_stress-2410,182875.266177
230,__rcu_read_lock,000,null,d,null,null,cpuacct_charge,3,pi_stress-2410,182875.266178
231,__rcu_read_unlock,000,null,d,null,null,cpuacct_charge,3,pi_stress-2410,182875.266179
232,preempt_count_add,000,null,d,null,null,update_curr_rt,3,pi_stress-2410,182875.26618
233,preempt_count_sub,000,null,d,null,null,update_curr_rt,4,pi_stress-2410,182875.266182
234,dequeue_rt_stack,000,null,d,null,null,dequeue_task_rt,3,pi_stress-2410,182875.266183
235,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,3,pi_stress-2410,182875.266184
236,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,dequeue_task_rt,3,pi_stress-2410,182875.266185
237,enqueue_task_rt,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2410,182875.266187
238,dequeue_rt_stack,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2410,182875.266188
239,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,3,pi_stress-2410,182875.266189
240,preempt_count_add,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2410,182875.266191
241,preempt_count_sub,000,null,d,null,null,enqueue_task_rt,4,pi_stress-2410,182875.266192
242,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2410,182875.266193
243,prio_changed_rt,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2410,182875.266194
244,preempt_count_add,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2410,182875.266195
245,preempt_count_sub,000,null,d,null,null,rt_mutex_setprio,4,pi_stress-2410,182875.266196
246,preempt_count_sub,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2410,182875.266197
247,preempt_count_sub,000,null,d,null,null,task_blocks_on_rt_mutex,2,pi_stress-2410,182875.266199
248,omap_intc_handle_irq,000,null,d,null,null,__irq_svc,1,pi_stress-2410,182875.266201
249,__handle_domain_irq,000,null,d,null,null,omap_intc_handle_irq,1,pi_stress-2410,182875.266202
250,irq_enter,000,null,d,null,null,__handle_domain_irq,1,pi_stress-2410,182875.266204
251,rcu_irq_enter,000,null,d,null,null,irq_enter,1,pi_stress-2410,182875.266205
252,rcu_irq_enter.part.21,000,null,d,null,null,rcu_irq_enter,1,pi_stress-2410,182875.266206
253,preempt_count_add,000,null,d,null,null,irq_enter,1,pi_stress-2410,182875.266208
254,irq_find_mapping,000,h,d,null,null,__handle_domain_irq,1,pi_stress-2410,182875.266209
255,generic_handle_irq,000,h,d,null,null,__handle_domain_irq,1,pi_stress-2410,182875.26621
256,handle_level_irq,000,h,d,null,null,generic_handle_irq,1,pi_stress-2410,182875.266213
257,preempt_count_add,000,h,d,null,null,handle_level_irq,1,pi_stress-2410,182875.266214
258,mask_irq.part.2,000,h,d,null,null,handle_level_irq,2,pi_stress-2410,182875.266215
259,irq_gc_mask_disable_reg,000,h,d,null,null,mask_irq.part.2,2,pi_stress-2410,182875.266216
260,arm_heavy_mb,000,h,d,null,null,irq_gc_mask_disable_reg,2,pi_stress-2410,182875.266218
261,omap_mask_ack_irq,000,h,d,null,null,handle_level_irq,2,pi_stress-2410,182875.26622
262,irq_gc_mask_disable_reg,000,h,d,null,null,omap_mask_ack_irq,2,pi_stress-2410,182875.266221
263,arm_heavy_mb,000,h,d,null,null,irq_gc_mask_disable_reg,2,pi_stress-2410,182875.266223
264,irq_may_run,000,h,d,null,null,handle_level_irq,2,pi_stress-2410,182875.266224
265,handle_irq_event,000,h,d,null,null,handle_level_irq,2,pi_stress-2410,182875.266225
266,preempt_count_sub,000,h,d,null,null,handle_irq_event,2,pi_stress-2410,182875.266226
267,handle_irq_event_percpu,000,h,d,null,null,handle_irq_event,1,pi_stress-2410,182875.266228
268,__handle_irq_event_percpu,000,h,d,null,null,handle_irq_event_percpu,1,pi_stress-2410,182875.266229
269,omap2_gp_timer_interrupt,000,h,d,null,null,__handle_irq_event_percpu,1,pi_stress-2410,182875.266231
270,hrtimer_interrupt,000,h,d,null,null,omap2_gp_timer_interrupt,1,pi_stress-2410,182875.266232
271,preempt_count_add,000,h,d,null,null,hrtimer_interrupt,1,pi_stress-2410,182875.266234
272,ktime_get_update_offsets_now,000,h,d,null,null,hrtimer_interrupt,2,pi_stress-2410,182875.266235
273,clocksource_read_cycles,000,h,d,null,null,ktime_get_update_offsets_now,2,pi_stress-2410,182875.266237
274,__hrtimer_run_queues.constprop.5,000,h,d,null,null,hrtimer_interrupt,2,pi_stress-2410,182875.26624
275,__next_base,000,h,d,null,null,__hrtimer_run_queues.constprop.5,2,pi_stress-2410,182875.266241
276,__remove_hrtimer,000,h,d,null,null,__hrtimer_run_queues.constprop.5,2,pi_stress-2410,182875.266243
277,preempt_count_sub,000,h,d,null,null,__hrtimer_run_queues.constprop.5,2,pi_stress-2410,182875.266246
278,tick_sched_timer,000,h,d,null,null,__hrtimer_run_queues.constprop.5,1,pi_stress-2410,182875.266247
279,ktime_get,000,h,d,null,null,tick_sched_timer,1,pi_stress-2410,182875.266249
280,clocksource_read_cycles,000,h,d,null,null,ktime_get,1,pi_stress-2410,182875.26625
281,tick_sched_do_timer,000,h,d,null,null,tick_sched_timer,1,pi_stress-2410,182875.266251
282,tick_do_update_jiffies64.part.3,000,h,d,null,null,tick_sched_do_timer,1,pi_stress-2410,182875.266253
283,preempt_count_add,000,h,d,null,null,tick_do_update_jiffies64.part.3,1,pi_stress-2410,182875.266254
284,preempt_count_add,000,h,d,null,null,tick_do_update_jiffies64.part.3,2,pi_stress-2410,182875.266255
285,do_timer,000,h,d,null,null,tick_do_update_jiffies64.part.3,3,pi_stress-2410,182875.266257
286,calc_global_load,000,h,d,null,null,do_timer,3,pi_stress-2410,182875.266258
