,child-process,cpu#,hardirq-softirq,irqs-off,need-resched,need-resched_lazy,parent-process,preempt-depth,task-pid,timestamp
49,notifier_call_chain,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2435,182896.09244
50,vfp_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2435,182896.092441
51,thumbee_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2435,182896.092442
52,__rcu_read_unlock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2435,182896.092443
53,finish_task_switch,000,null,d,null,null,__schedule,2,pi_stress-2433,182896.092445
54,preempt_count_sub,000,null,null,null,null,finish_task_switch,2,pi_stress-2433,182896.092446
55,drop_futex_key_refs,000,null,null,null,null,futex_wake,null,pi_stress-2433,182896.092447
56,SyS_futex,000,null,null,null,null,ret_fast_syscall,null,pi_stress-2433,182896.09245
57,do_futex,000,null,null,null,null,SyS_futex,null,pi_stress-2433,182896.092451
58,futex_wake,000,null,null,null,null,do_futex,null,pi_stress-2433,182896.092452
59,get_futex_key,000,null,null,null,null,futex_wake,null,pi_stress-2433,182896.092453
60,get_futex_key_refs,000,null,null,null,null,get_futex_key,null,pi_stress-2433,182896.092454
61,hash_futex,000,null,null,null,null,futex_wake,null,pi_stress-2433,182896.092455
62,rt_spin_lock,000,null,null,null,null,futex_wake,null,pi_stress-2433,182896.092456
63,mark_wake_futex,000,null,null,null,null,futex_wake,null,pi_stress-2433,182896.092458
64,__wake_q_add,000,null,null,null,null,mark_wake_futex,null,pi_stress-2433,182896.092459
65,__unqueue_futex,000,null,null,null,null,mark_wake_futex,null,pi_stress-2433,182896.09246
66,rt_spin_unlock,000,null,null,null,null,futex_wake,null,pi_stress-2433,182896.092461
67,__wake_up_q,000,null,null,null,null,futex_wake,null,pi_stress-2433,182896.092462
68,try_to_wake_up,000,null,null,null,null,__wake_up_q,null,pi_stress-2433,182896.092463
69,preempt_count_add,000,null,d,null,null,try_to_wake_up,null,pi_stress-2433,182896.092465
70,preempt_count_add,000,null,d,null,null,try_to_wake_up,1,pi_stress-2433,182896.092466
71,update_rq_clock,000,null,d,null,null,try_to_wake_up,2,pi_stress-2433,182896.092467
72,activate_task,000,null,d,null,null,try_to_wake_up,2,pi_stress-2433,182896.092468
73,enqueue_task_rt,000,null,d,null,null,activate_task,2,pi_stress-2433,182896.09247
74,dequeue_rt_stack,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2433,182896.092471
75,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,2,pi_stress-2433,182896.092472
76,preempt_count_add,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2433,182896.092474
77,preempt_count_sub,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2433,182896.092475
78,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,enqueue_task_rt,2,pi_stress-2433,182896.092476
79,check_preempt_curr,000,null,d,null,null,try_to_wake_up,2,pi_stress-2433,182896.092477
80,check_preempt_curr_rt,000,null,d,null,null,check_preempt_curr,2,pi_stress-2433,182896.092478
81,ttwu_do_wakeup.part.20,000,null,d,null,null,try_to_wake_up,2,pi_stress-2433,182896.092479
82,preempt_count_sub,000,null,d,null,null,try_to_wake_up,2,pi_stress-2433,182896.092481
83,preempt_count_sub,000,null,null,null,null,try_to_wake_up,1,pi_stress-2433,182896.092482
84,drop_futex_key_refs,000,null,null,null,null,futex_wake,null,pi_stress-2433,182896.092483
85,SyS_futex,000,null,null,null,null,ret_fast_syscall,null,pi_stress-2433,182896.092485
86,do_futex,000,null,null,null,null,SyS_futex,null,pi_stress-2433,182896.092486
87,__task_pid_nr_ns,000,null,null,null,null,do_futex,null,pi_stress-2433,182896.092487
88,__rcu_read_lock,000,null,null,null,null,__task_pid_nr_ns,null,pi_stress-2433,182896.092488
89,__rcu_read_unlock,000,null,null,null,null,__task_pid_nr_ns,null,pi_stress-2433,182896.09249
90,get_futex_key,000,null,null,null,null,do_futex,null,pi_stress-2433,182896.092491
91,get_futex_key_refs,000,null,null,null,null,get_futex_key,null,pi_stress-2433,182896.092492
92,hash_futex,000,null,null,null,null,do_futex,null,pi_stress-2433,182896.092493
93,rt_spin_lock,000,null,null,null,null,do_futex,null,pi_stress-2433,182896.092494
94,futex_top_waiter,000,null,null,null,null,do_futex,null,pi_stress-2433,182896.092495
95,get_pi_state,000,null,null,null,null,do_futex,null,pi_stress-2433,182896.092497
96,preempt_count_add,000,null,d,null,null,do_futex,null,pi_stress-2433,182896.092498
97,rt_spin_unlock,000,null,d,null,null,do_futex,1,pi_stress-2433,182896.092499
98,rt_mutex_next_owner,000,null,d,null,null,do_futex,1,pi_stress-2433,182896.0925
99,__task_pid_nr_ns,000,null,d,null,null,do_futex,1,pi_stress-2433,182896.092501
100,__rcu_read_lock,000,null,d,null,null,__task_pid_nr_ns,1,pi_stress-2433,182896.092502
101,__rcu_read_unlock,000,null,d,null,null,__task_pid_nr_ns,1,pi_stress-2433,182896.092503
102,cmpxchg_futex_value_locked,000,null,d,null,null,do_futex,1,pi_stress-2433,182896.092505
103,preempt_count_add,000,null,d,null,null,cmpxchg_futex_value_locked,1,pi_stress-2433,182896.092506
104,preempt_count_sub,000,null,d,null,null,cmpxchg_futex_value_locked,2,pi_stress-2433,182896.092507
105,preempt_count_add,000,null,d,null,null,do_futex,1,pi_stress-2433,182896.092508
106,preempt_count_sub,000,null,d,null,null,do_futex,2,pi_stress-2433,182896.09251
107,preempt_count_add,000,null,d,null,null,do_futex,1,pi_stress-2433,182896.092511
108,preempt_count_sub,000,null,d,null,null,do_futex,2,pi_stress-2433,182896.092512
109,__rt_mutex_futex_unlock,000,null,d,null,null,do_futex,1,pi_stress-2433,182896.092513
110,mark_wakeup_next_waiter,000,null,d,null,null,__rt_mutex_futex_unlock,1,pi_stress-2433,182896.092514
111,preempt_count_add,000,null,d,null,null,mark_wakeup_next_waiter,1,pi_stress-2433,182896.092516
112,rt_mutex_setprio,000,null,d,null,null,mark_wakeup_next_waiter,2,pi_stress-2433,182896.092517
113,__task_rq_lock,000,null,d,null,null,rt_mutex_setprio,2,pi_stress-2433,182896.092518
114,preempt_count_add,000,null,d,null,null,__task_rq_lock,2,pi_stress-2433,182896.092519
115,update_rq_clock,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2433,182896.092521
116,dequeue_task_rt,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2433,182896.092522
117,update_curr_rt,000,null,d,null,null,dequeue_task_rt,3,pi_stress-2433,182896.092523
118,dbs_update_util_handler,000,null,d,null,null,update_curr_rt,3,pi_stress-2433,182896.092524
119,cpuacct_charge,000,null,d,null,null,update_curr_rt,3,pi_stress-2433,182896.092525
120,__rcu_read_lock,000,null,d,null,null,cpuacct_charge,3,pi_stress-2433,182896.092526
121,__rcu_read_unlock,000,null,d,null,null,cpuacct_charge,3,pi_stress-2433,182896.092527
122,preempt_count_add,000,null,d,null,null,update_curr_rt,3,pi_stress-2433,182896.092529
123,preempt_count_sub,000,null,d,null,null,update_curr_rt,4,pi_stress-2433,182896.09253
124,dequeue_rt_stack,000,null,d,null,null,dequeue_task_rt,3,pi_stress-2433,182896.092531
125,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,3,pi_stress-2433,182896.092532
126,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,dequeue_task_rt,3,pi_stress-2433,182896.092533
127,put_prev_task_rt,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2433,182896.092534
128,update_curr_rt,000,null,d,null,null,put_prev_task_rt,3,pi_stress-2433,182896.092535
129,enqueue_task_rt,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2433,182896.092537
130,dequeue_rt_stack,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2433,182896.092538
131,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,3,pi_stress-2433,182896.092539
132,preempt_count_add,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2433,182896.092541
133,preempt_count_sub,000,null,d,null,null,enqueue_task_rt,4,pi_stress-2433,182896.092542
134,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,enqueue_task_rt,3,pi_stress-2433,182896.092543
135,set_curr_task_rt,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2433,182896.092544
136,prio_changed_rt,000,null,d,null,null,rt_mutex_setprio,3,pi_stress-2433,182896.092545
137,resched_curr,000,null,d,null,null,prio_changed_rt,3,pi_stress-2433,182896.092546
138,preempt_count_add,000,null,d,n,null,rt_mutex_setprio,3,pi_stress-2433,182896.092548
139,preempt_count_sub,000,null,d,n,null,rt_mutex_setprio,4,pi_stress-2433,182896.092549
140,preempt_count_sub,000,null,d,n,null,rt_mutex_setprio,3,pi_stress-2433,182896.09255
141,preempt_count_add,000,null,d,n,null,mark_wakeup_next_waiter,2,pi_stress-2433,182896.092551
142,__wake_q_add,000,null,d,n,null,mark_wakeup_next_waiter,3,pi_stress-2433,182896.092552
143,preempt_count_sub,000,null,d,n,null,mark_wakeup_next_waiter,3,pi_stress-2433,182896.092553
144,preempt_count_sub,000,null,null,n,null,do_futex,2,pi_stress-2433,182896.092554
145,rt_mutex_postunlock,000,null,null,n,null,do_futex,1,pi_stress-2433,182896.092557
146,__wake_up_q,000,null,null,n,null,rt_mutex_postunlock,1,pi_stress-2433,182896.092559
147,try_to_wake_up,000,null,null,n,null,__wake_up_q,1,pi_stress-2433,182896.09256
148,preempt_count_add,000,null,d,n,null,try_to_wake_up,1,pi_stress-2433,182896.092561
149,preempt_count_add,000,null,d,n,null,try_to_wake_up,2,pi_stress-2433,182896.092562
150,update_rq_clock,000,null,d,n,null,try_to_wake_up,3,pi_stress-2433,182896.092563
151,activate_task,000,null,d,n,null,try_to_wake_up,3,pi_stress-2433,182896.092564
152,enqueue_task_rt,000,null,d,n,null,activate_task,3,pi_stress-2433,182896.092565
153,dequeue_rt_stack,000,null,d,n,null,enqueue_task_rt,3,pi_stress-2433,182896.092567
154,dequeue_top_rt_rq.constprop.9,000,null,d,n,null,dequeue_rt_stack,3,pi_stress-2433,182896.092568
155,preempt_count_add,000,null,d,n,null,enqueue_task_rt,3,pi_stress-2433,182896.092569
156,preempt_count_sub,000,null,d,n,null,enqueue_task_rt,4,pi_stress-2433,182896.09257
157,enqueue_top_rt_rq.constprop.11,000,null,d,n,null,enqueue_task_rt,3,pi_stress-2433,182896.092571
158,check_preempt_curr,000,null,d,n,null,try_to_wake_up,3,pi_stress-2433,182896.092573
159,check_preempt_curr_rt,000,null,d,n,null,check_preempt_curr,3,pi_stress-2433,182896.092574
160,resched_curr,000,null,d,n,null,check_preempt_curr_rt,3,pi_stress-2433,182896.092575
161,ttwu_do_wakeup.part.20,000,null,d,n,null,try_to_wake_up,3,pi_stress-2433,182896.092576
162,preempt_count_sub,000,null,d,n,null,try_to_wake_up,3,pi_stress-2433,182896.092577
163,preempt_count_sub,000,null,null,n,null,try_to_wake_up,2,pi_stress-2433,182896.092578
164,__wake_up_q,000,null,null,n,null,rt_mutex_postunlock,1,pi_stress-2433,182896.09258
165,preempt_count_sub,000,null,null,n,null,rt_mutex_postunlock,1,pi_stress-2433,182896.092581
166,rcu_note_context_switch,000,null,d,n,null,__schedule,1,pi_stress-2433,182896.092582
167,rcu_sched_qs,000,null,d,n,null,rcu_note_context_switch,1,pi_stress-2433,182896.092584
168,rcu_preempt_qs,000,null,d,n,null,rcu_note_context_switch,1,pi_stress-2433,182896.092585
169,preempt_count_add,000,null,d,n,null,__schedule,1,pi_stress-2433,182896.092586
170,update_rq_clock,000,null,d,n,null,__schedule,2,pi_stress-2433,182896.092587
171,pick_next_task_dl,000,null,d,n,null,__schedule,2,pi_stress-2433,182896.092589
172,pick_next_task_rt,000,null,d,n,null,__schedule,2,pi_stress-2433,182896.09259
173,update_curr_rt,000,null,d,n,null,pick_next_task_rt,2,pi_stress-2433,182896.092591
174,dbs_update_util_handler,000,null,d,n,null,update_curr_rt,2,pi_stress-2433,182896.092592
175,cpuacct_charge,000,null,d,n,null,update_curr_rt,2,pi_stress-2433,182896.092593
176,__rcu_read_lock,000,null,d,n,null,cpuacct_charge,2,pi_stress-2433,182896.092594
177,__rcu_read_unlock,000,null,d,n,null,cpuacct_charge,2,pi_stress-2433,182896.092595
178,preempt_count_add,000,null,d,n,null,update_curr_rt,2,pi_stress-2433,182896.092597
179,preempt_count_sub,000,null,d,n,null,update_curr_rt,3,pi_stress-2433,182896.092598
180,put_prev_task_rt,000,null,d,n,null,pick_next_task_rt,2,pi_stress-2433,182896.092599
181,update_curr_rt,000,null,d,n,null,put_prev_task_rt,2,pi_stress-2433,182896.0926
182,switch_kmaps,000,null,d,null,null,__schedule,2,pi_stress-2433,182896.092602
183,atomic_notifier_call_chain,000,null,d,null,null,__switch_to,2,pi_stress-2433,182896.092604
184,__rcu_read_lock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2433,182896.092605
185,notifier_call_chain,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2433,182896.092606
186,vfp_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2433,182896.092607
187,thumbee_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2433,182896.092609
188,__rcu_read_unlock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2433,182896.09261
189,finish_task_switch,000,null,d,null,null,__schedule,2,pi_stress-2435,182896.092611
190,preempt_count_sub,000,null,null,null,null,finish_task_switch,2,pi_stress-2435,182896.092612
191,preempt_count_sub,000,null,null,null,null,schedule,1,pi_stress-2435,182896.092614
192,preempt_count_add,000,null,d,null,null,__rt_mutex_slowlock,null,pi_stress-2435,182896.092615
193,__try_to_take_rt_mutex,000,null,d,null,null,__rt_mutex_slowlock,1,pi_stress-2435,182896.092616
194,preempt_count_add,000,null,d,null,null,__try_to_take_rt_mutex,1,pi_stress-2435,182896.092617
195,preempt_count_sub,000,null,d,null,null,__try_to_take_rt_mutex,2,pi_stress-2435,182896.092618
196,fixup_rt_mutex_waiters.part.0,000,null,d,null,null,rt_mutex_wait_proxy_lock,1,pi_stress-2435,182896.09262
197,preempt_count_sub,000,null,null,null,null,rt_mutex_wait_proxy_lock,1,pi_stress-2435,182896.092621
198,rt_spin_lock,000,null,null,null,null,futex_lock_pi,null,pi_stress-2435,182896.092622
199,fixup_owner,000,null,null,null,null,futex_lock_pi,null,pi_stress-2435,182896.092623
200,unqueue_me_pi,000,null,null,null,null,futex_lock_pi,null,pi_stress-2435,182896.092625
201,__unqueue_futex,000,null,null,null,null,unqueue_me_pi,null,pi_stress-2435,182896.092626
202,put_pi_state,000,null,null,null,null,unqueue_me_pi,null,pi_stress-2435,182896.092627
203,rt_spin_unlock,000,null,null,null,null,unqueue_me_pi,null,pi_stress-2435,182896.092629
204,drop_futex_key_refs,000,null,null,null,null,futex_lock_pi,null,pi_stress-2435,182896.09263
205,SyS_futex,000,null,null,null,null,ret_fast_syscall,null,pi_stress-2435,182896.092632
206,do_futex,000,null,null,null,null,SyS_futex,null,pi_stress-2435,182896.092633
207,__task_pid_nr_ns,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.092634
208,__rcu_read_lock,000,null,null,null,null,__task_pid_nr_ns,null,pi_stress-2435,182896.092635
209,__rcu_read_unlock,000,null,null,null,null,__task_pid_nr_ns,null,pi_stress-2435,182896.092637
210,get_futex_key,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.092638
211,get_futex_key_refs,000,null,null,null,null,get_futex_key,null,pi_stress-2435,182896.092639
212,hash_futex,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.09264
213,rt_spin_lock,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.092641
214,futex_top_waiter,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.092642
215,cmpxchg_futex_value_locked,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.092644
216,preempt_count_add,000,null,null,null,null,cmpxchg_futex_value_locked,null,pi_stress-2435,182896.092645
217,preempt_count_sub,000,null,null,null,null,cmpxchg_futex_value_locked,1,pi_stress-2435,182896.092646
218,rt_spin_unlock,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.092648
219,drop_futex_key_refs,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.092649
220,SyS_futex,000,null,null,null,null,ret_fast_syscall,null,pi_stress-2435,182896.092651
221,do_futex,000,null,null,null,null,SyS_futex,null,pi_stress-2435,182896.092652
222,futex_wait,000,null,null,null,null,do_futex,null,pi_stress-2435,182896.092653
223,futex_wait_setup,000,null,null,null,null,futex_wait,null,pi_stress-2435,182896.092654
224,get_futex_key,000,null,null,null,null,futex_wait_setup,null,pi_stress-2435,182896.092655
225,get_futex_key_refs,000,null,null,null,null,get_futex_key,null,pi_stress-2435,182896.092656
226,hash_futex,000,null,null,null,null,futex_wait_setup,null,pi_stress-2435,182896.092658
227,rt_spin_lock,000,null,null,null,null,futex_wait_setup,null,pi_stress-2435,182896.092659
228,get_futex_value_locked,000,null,null,null,null,futex_wait_setup,null,pi_stress-2435,182896.09266
229,futex_wait_queue_me,000,null,null,null,null,futex_wait,null,pi_stress-2435,182896.092661
230,rt_spin_unlock,000,null,null,null,null,futex_wait_queue_me,null,pi_stress-2435,182896.092662
231,schedule,000,null,null,null,null,futex_wait_queue_me,null,pi_stress-2435,182896.092664
232,preempt_count_add,000,null,null,null,null,schedule,null,pi_stress-2435,182896.092665
233,rcu_note_context_switch,000,null,d,null,null,__schedule,1,pi_stress-2435,182896.092666
234,rcu_sched_qs,000,null,d,null,null,rcu_note_context_switch,1,pi_stress-2435,182896.092667
235,rcu_preempt_qs,000,null,d,null,null,rcu_note_context_switch,1,pi_stress-2435,182896.092669
236,preempt_count_add,000,null,d,null,null,__schedule,1,pi_stress-2435,182896.09267
237,update_rq_clock,000,null,d,null,null,__schedule,2,pi_stress-2435,182896.092671
238,deactivate_task,000,null,d,null,null,__schedule,2,pi_stress-2435,182896.092673
239,dequeue_task_rt,000,null,d,null,null,deactivate_task,2,pi_stress-2435,182896.092674
240,update_curr_rt,000,null,d,null,null,dequeue_task_rt,2,pi_stress-2435,182896.092675
241,dbs_update_util_handler,000,null,d,null,null,update_curr_rt,2,pi_stress-2435,182896.092676
242,cpuacct_charge,000,null,d,null,null,update_curr_rt,2,pi_stress-2435,182896.092677
243,__rcu_read_lock,000,null,d,null,null,cpuacct_charge,2,pi_stress-2435,182896.092678
244,__rcu_read_unlock,000,null,d,null,null,cpuacct_charge,2,pi_stress-2435,182896.092679
245,preempt_count_add,000,null,d,null,null,update_curr_rt,2,pi_stress-2435,182896.09268
246,preempt_count_sub,000,null,d,null,null,update_curr_rt,3,pi_stress-2435,182896.092682
247,dequeue_rt_stack,000,null,d,null,null,dequeue_task_rt,2,pi_stress-2435,182896.092683
248,dequeue_top_rt_rq.constprop.9,000,null,d,null,null,dequeue_rt_stack,2,pi_stress-2435,182896.092684
249,enqueue_top_rt_rq.constprop.11,000,null,d,null,null,dequeue_task_rt,2,pi_stress-2435,182896.092686
250,pick_next_task_dl,000,null,d,null,null,__schedule,2,pi_stress-2435,182896.092687
251,pick_next_task_rt,000,null,d,null,null,__schedule,2,pi_stress-2435,182896.092688
252,update_curr_rt,000,null,d,null,null,pick_next_task_rt,2,pi_stress-2435,182896.092689
253,put_prev_task_rt,000,null,d,null,null,pick_next_task_rt,2,pi_stress-2435,182896.09269
254,update_curr_rt,000,null,d,null,null,put_prev_task_rt,2,pi_stress-2435,182896.092691
255,switch_kmaps,000,null,d,null,null,__schedule,2,pi_stress-2435,182896.092693
256,atomic_notifier_call_chain,000,null,d,null,null,__switch_to,2,pi_stress-2435,182896.092695
257,__rcu_read_lock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2435,182896.092696
258,notifier_call_chain,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2435,182896.092697
259,vfp_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2435,182896.092698
260,thumbee_notifier,000,null,d,null,null,notifier_call_chain,2,pi_stress-2435,182896.0927
261,__rcu_read_unlock,000,null,d,null,null,atomic_notifier_call_chain,2,pi_stress-2435,182896.092701
262,finish_task_switch,000,null,d,null,null,__schedule,2,pi_stress-2434,182896.092702
263,preempt_count_sub,000,null,null,null,null,finish_task_switch,2,pi_stress-2434,182896.092703
264,preempt_count_sub,000,null,null,null,null,schedule,1,pi_stress-2434,182896.092704
265,drop_futex_key_refs,000,null,null,null,null,futex_wait,null,pi_stress-2434,182896.092706
266,SyS_futex,000,null,null,null,null,ret_fast_syscall,null,pi_stress-2434,182896.092708
267,do_futex,000,null,null,null,null,SyS_futex,null,pi_stress-2434,182896.092709
268,futex_wait,000,null,null,null,null,do_futex,null,pi_stress-2434,182896.09271
269,futex_wait_setup,000,null,null,null,null,futex_wait,null,pi_stress-2434,182896.092712
270,get_futex_key,000,null,null,null,null,futex_wait_setup,null,pi_stress-2434,182896.092713
271,get_futex_key_refs,000,null,null,null,null,get_futex_key,null,pi_stress-2434,182896.092714
272,hash_futex,000,null,null,null,null,futex_wait_setup,null,pi_stress-2434,182896.092715
273,rt_spin_lock,000,null,null,null,null,futex_wait_setup,null,pi_stress-2434,182896.092716
274,get_futex_value_locked,000,null,null,null,null,futex_wait_setup,null,pi_stress-2434,182896.092717
275,futex_wait_queue_me,000,null,null,null,null,futex_wait,null,pi_stress-2434,182896.092719
276,rt_spin_unlock,000,null,null,null,null,futex_wait_queue_me,null,pi_stress-2434,182896.09272
277,schedule,000,null,null,null,null,futex_wait_queue_me,null,pi_stress-2434,182896.092721
278,preempt_count_add,000,null,null,null,null,schedule,null,pi_stress-2434,182896.092723
279,rcu_note_context_switch,000,null,d,null,null,__schedule,1,pi_stress-2434,182896.092724
280,rcu_sched_qs,000,null,d,null,null,rcu_note_context_switch,1,pi_stress-2434,182896.092725
281,rcu_preempt_qs,000,null,d,null,null,rcu_note_context_switch,1,pi_stress-2434,182896.092726
282,preempt_count_add,000,null,d,null,null,__schedule,1,pi_stress-2434,182896.092727
283,update_rq_clock,000,null,d,null,null,__schedule,2,pi_stress-2434,182896.092729
284,deactivate_task,000,null,d,null,null,__schedule,2,pi_stress-2434,182896.09273
285,dequeue_task_rt,000,null,d,null,null,deactivate_task,2,pi_stress-2434,182896.092731
286,update_curr_rt,000,null,d,null,null,dequeue_task_rt,2,pi_stress-2434,182896.092732
287,dbs_update_util_handler,000,null,d,null,null,update_curr_rt,2,pi_stress-2434,182896.092733
288,cpuacct_charge,000,null,d,null,null,update_curr_rt,2,pi_stress-2434,182896.092735
289,__rcu_read_lock,000,null,d,null,null,cpuacct_charge,2,pi_stress-2434,182896.092736
290,__rcu_read_unlock,000,null,d,null,null,cpuacct_charge,2,pi_stress-2434,182896.092738
