,Overhead,Preempted process,Preempted process id,Preempted process priority,Preempting process,Preempting process id,Preempting process priority,Scheduled status
530,0.00%,sshd,32210,120,sshd,32209,120,R
531,0.00%,sshd,32210,120,.koworker,1019,120,S
532,0.00%,sshd,32210,120,cyclictest,32204,120,S
533,0.00%,sshd,32223,120,sshd,32224,120,S
534,0.00%,sshd,32223,120,sshd,32227,120,S
535,0.00%,sshd,32224,120,ksoftirqd/0,7,120,R
536,0.00%,sshd,32224,120,sshd,32223,120,R
537,0.00%,sshd,32226,120,avahi-daemon,500,120,R
538,0.00%,sshd,32226,120,systemd-journal,118,120,R
539,0.00%,sshd,32226,120,.koworker,1016,120,S
540,0.00%,sshd,32226,120,sshd,32227,120,S
541,0.00%,sshd,32227,120,sshd,32226,120,R
542,0.00%,sshd,32227,120,.koworker,1016,120,S
543,0.00%,sshd,32228,120,systemd-journal,118,120,R
544,0.00%,sshd,32228,120,sshd,32229,120,S
545,0.00%,sshd,32229,120,sshd,32228,120,R
546,0.00%,sshd,32231,120,sshd,32230,120,R
547,0.00%,sshd,32231,120,.koworker,1019,120,S
548,0.00%,sshd,32233,120,sshd,32234,120,S
549,0.00%,sshd,32234,120,ksoftirqd/0,7,120,R
550,0.00%,sshd,32234,120,sshd,32233,120,R
551,0.00%,sshd,32234,120,cyclictest,32204,120,S
552,0.00%,sshd,32235,120,ksoftirqd/0,7,120,R
553,0.00%,sshd,32235,120,sshd,32236,120,R
554,0.00%,sshd,32235,120,sshd,32236,120,S
555,0.00%,sshd,32236,120,sshd,32235,120,R
556,0.00%,sshd,32236,120,.koworker,1016,120,S
557,0.00%,sshd,740,120,sshd,32226,120,S
558,0.00%,sudo,32203,120,.koworker,1016,120,R
559,0.00%,systemd-journal,118,120,cyclictest,32204,120,S
560,0.00%,systemd-journal,118,120,sshd,27636,120,S
561,0.00%,wicd-monitor,990,120,cyclictest,32204,120,R
562,0.00%,wicd,32207,120,kworker/0,1,120,R
563,0.00%,wicd,32232,120,kworker/0,1,120,R
564,0.00%,wicd,984,120,.koworker,1014,120,S
565,0.00%,wicd,984,120,ifconfig,32217,120,S
566,0.00%,wicd,984,120,ifconfig,32219,120,S
567,0.00%,wicd,984,120,ifconfig,32221,120,S
568,0.00%,wicd,984,120,ifconfig,32225,120,S
569,0.00%,wicd,984,120,ifconfig,32232,120,S
570,0.00%,wicd,984,120,ifconfig,32237,120,S
571,0.00%,.koworker,1014,120,.koworker,1016,120,D
572,0.00%,.koworker,1014,120,.koworker,1019,120,D
573,0.00%,.koworker,1014,120,perf,32202,120,R
574,0.00%,.koworker,1014,120,.koworker,32215,120,S
575,0.00%,.koworker,1014,120,cyclictest,32204,120,S
576,0.00%,.koworker,1014,120,sh,32212,120,S
577,0.00%,.koworker,1016,120,apache2,808,120,R
578,0.00%,.koworker,1016,120,cron,772,120,R
579,0.00%,.koworker,1016,120,kworker/u2,1,120,R
580,0.00%,.koworker,1016,120,perf,32203,120,R
581,0.00%,.koworker,1019,120,apache2,808,120,R
582,0.00%,.koworker,1019,120,jbd2/mmcblk1p2-,97,120,R
583,0.00%,.koworker,32213,120,ksoftirqd/0,7,120,D|T
584,0.00%,.koworker,32213,120,avahi-daemon,500,120,R
585,0.00%,.koworker,32213,120,ksoftirqd/0,7,120,R
586,0.00%,.koworker,32214,120,kworker/0,1,120,R
587,0.00%,.koworker,32214,120,.koworker,32216,120,S
588,0.00%,.koworker,32214,120,cyclictest,32205,0,S
589,0.00%,.koworker,32214,120,ksoftirqd/0,7,120,S|T
590,0.00%,.koworker,32215,120,.koworker,32213,120,R
591,0.00%,.koworker,32215,120,cyclictest,32204,120,R
592,0.00%,.koworker,32215,120,ps,32216,120,S
593,0.00%,.koworker,32215,120,systemd,1,120,S|T
594,0.00%,.koworker,32216,120,.koworker,32214,120,R
595,0.00%,.koworker,32216,120,cyclictest,32205,0,R
596,0.00%,apache2,808,120,sshd,19316,120,S
597,0.00%,apache2,808,120,sshd,27636,120,S
598,0.00%,apache2,808,120,sshd,32234,120,S
599,0.00%,apache2,808,120,sshd,32236,120,S
600,0.00%,avahi-daemon,500,120,mmcqd/1,89,120,R
601,0.00%,avahi-daemon,500,120,.koworker,32213,120,S
602,0.00%,avahi-daemon,500,120,perf,32202,120,S
603,0.00%,avahi-daemon,500,120,sshd,19316,120,S
604,0.00%,avahi-daemon,500,120,sshd,27636,120,S
605,0.00%,avahi-daemon,500,120,sshd,32209,120,S
606,0.00%,cron,32211,120,ksoftirqd/0,7,120,D|T
607,0.00%,cron,32211,120,cyclictest,32204,120,R
608,0.00%,cron,32211,120,kworker/0,1,120,R
609,0.00%,cron,32211,120,.koworker,1016,120,S
610,0.00%,cron,32212,120,kworker/0,1,120,R
611,0.00%,cron,32212,120,systemd-journal,118,120,R
612,0.00%,cron,772,120,.koworker,1016,120,S
613,0.00%,cron,772,120,ksoftirqd/0,7,120,S
614,0.00%,cyclictest,32204,120,ksoftirqd/0,7,120,D|T
615,0.00%,cyclictest,32204,120,irq/31-44e0b000,90,49,R
616,0.00%,cyclictest,32204,120,perf,32202,120,R
617,0.00%,cyclictest,32204,120,cyclictest,32205,120,S
618,0.00%,cyclictest,32204,120,sshd,32223,120,S
619,0.00%,cyclictest,32204,120,sshd,32233,120,S
620,0.00%,cyclictest,32204,120,sshd,32234,120,S
621,0.00%,cyclictest,32204,120,sshd,32235,120,S
622,0.00%,cyclictest,32204,120,wicd,984,120,S
623,0.00%,cyclictest,32205,0,.koworker,32215,120,S
624,0.00%,cyclictest,32205,0,cron,772,120,S
625,0.00%,cyclictest,32205,0,irq/31-44e0b000,90,49,S
626,0.00%,cyclictest,32205,0,systemd,1,120,S
627,0.00%,cyclictest,32205,120,ksoftirqd/0,7,120,S|T
628,0.00%,dbus-daemon,518,120,sshd,19316,120,S
629,0.00%,ifconfig,32206,120,ksoftirqd/0,7,120,D|T
630,0.00%,ifconfig,32207,120,ksoftirqd/0,7,120,D|T
631,0.00%,ifconfig,32208,120,ksoftirqd/0,7,120,D|T
632,0.00%,ifconfig,32208,120,wicd,984,120,R
633,0.00%,ifconfig,32217,120,ksoftirqd/0,7,120,D|T
634,0.00%,ifconfig,32217,120,kworker/0,1,120,R
635,0.00%,ifconfig,32218,120,ksoftirqd/0,7,120,D|T
636,0.00%,ifconfig,32218,120,cyclictest,32204,120,R
637,0.00%,ifconfig,32219,120,ksoftirqd/0,7,120,D|T
638,0.00%,ifconfig,32219,120,kworker/0,1,120,R
639,0.00%,ifconfig,32220,120,ksoftirqd/0,7,120,D|T
640,0.00%,ifconfig,32220,120,kworker/0,1,120,R
641,0.00%,ifconfig,32221,120,cyclictest,32205,0,D|T
642,0.00%,ifconfig,32222,120,ksoftirqd/0,7,120,D|T
643,0.00%,ifconfig,32225,120,ksoftirqd/0,7,120,D|T
644,0.00%,ifconfig,32225,120,cyclictest,32204,120,R
645,0.00%,ifconfig,32225,120,kworker/0,1,120,R
646,0.00%,ifconfig,32232,120,ksoftirqd/0,7,120,D|T
647,0.00%,ifconfig,32232,120,cyclictest,32204,120,R
648,0.00%,ifconfig,32232,120,wicd,984,120,R
649,0.00%,ifconfig,32237,120,ksoftirqd/0,7,120,D|T
650,0.00%,ifconfig,32237,120,cyclictest,32204,120,R
651,0.00%,irq/31-44e0b000,90,49,cyclictest,32205,0,R
652,0.00%,jbd2/mmcblk1p2-,97,120,.koworker,1019,120,D
653,0.00%,jbd2/mmcblk1p2-,97,120,perf,32202,120,D
654,0.00%,jbd2/mmcblk1p2-,97,120,cyclictest,32205,0,S
655,0.00%,jbd2/mmcblk1p2-,97,120,sshd,32234,120,S
656,0.00%,khungtaskd,12,120,cyclictest,32205,0,S
657,0.00%,ksoftirqd/0,7,120,ifconfig,32225,120,S
658,0.00%,ksoftirqd/0,7,120,ifconfig,32232,120,S
659,0.00%,ksoftirqd/0,7,120,jbd2/mmcblk1p2-,97,120,S
660,0.00%,ksoftirqd/0,7,120,kworker/u2,0,120,S
661,0.00%,ksoftirqd/0,7,120,perf,32203,120,S
662,0.00%,ksoftirqd/0,7,120,wicd,32206,120,S
663,0.00%,ksoftirqd/0,7,120,wicd,32208,120,S
664,0.00%,ksoftirqd/0,7,120,wicd,32232,120,S
665,0.00%,kworker/0,1,120,sudo,32203,120,D
666,0.00%,kworker/0,1,120,.koworker,32214,120,t
667,0.00%,kworker/0,1,120,cron,32211,120,t
668,0.00%,kworker/0,1,120,ifconfig,32207,120,t
669,0.00%,kworker/0,1,120,ifconfig,32217,120,t
670,0.00%,kworker/0,1,120,ifconfig,32219,120,t
671,0.00%,kworker/0,1,120,ifconfig,32220,120,t
672,0.00%,kworker/0,1,120,ifconfig,32221,120,t
673,0.00%,kworker/0,1,120,ifconfig,32222,120,t
674,0.00%,kworker/0,1,120,ifconfig,32225,120,t
675,0.00%,kworker/0,1,120,jbd2/mmcblk1p2-,97,120,t
676,0.00%,kworker/0,1,120,khungtaskd,12,120,t
677,0.00%,kworker/0,1,120,sshd,740,120,t
678,0.00%,kworker/0,1,120,systemd,1,120,t
679,0.00%,kworker/0,1,120,wicd,32207,120,t
680,0.00%,kworker/0,1,120,wicd,32218,120,t
681,0.00%,kworker/0,1,120,wicd,32219,120,t
682,0.00%,kworker/0,1,120,wicd,32221,120,t
683,0.00%,kworker/0,1H,100,kworker/u2,1,120,t
684,0.00%,kworker/0,1H,100,perf,32202,120,t
685,0.00%,kworker/0,2,120,.koworker,1019,120,t
686,0.00%,kworker/0,2,120,sshd,27636,120,t
687,0.00%,kworker/u2,0,120,cyclictest,32205,0,R
688,0.00%,kworker/u2,0,120,kworker/u2,1,120,t
689,0.00%,kworker/u2,1,120,.koworker,1019,120,D
690,0.00%,kworker/u2,1,120,kworker/0,1H,100,D
691,0.00%,kworker/u2,1,120,mmcqd/1,89,120,R
692,0.00%,kworker/u2,1,120,apache2,808,120,t
693,0.00%,kworker/u2,1,120,perf,32202,120,t
694,0.00%,kworker/u2,1,120,sshd,32210,120,t
695,0.00%,kworker/u2,1,120,sshd,32229,120,t
696,0.00%,kworker/u2,1,120,wicd-monitor,990,120,t
697,0.00%,kworker/u2,1,120,wicd,984,120,t
698,0.00%,mmcqd/1,89,120,ksoftirqd/0,7,120,R
699,0.00%,mmcqd/1,89,120,kworker/0,1,120,R
700,0.00%,mmcqd/1,89,120,avahi-daemon,500,120,S
701,0.00%,mmcqd/1,89,120,sshd,19316,120,S
702,0.00%,mmcqd/1,89,120,sshd,32230,120,S
703,0.00%,nohup,32213,120,cyclictest,32204,120,R
704,0.00%,perf,32202,120,cyclictest,32204,120,R
705,0.00%,perf,32202,120,ifconfig,32219,120,S
706,0.00%,perf,32202,120,ksoftirqd/0,7,120,S
707,0.00%,perf,32202,120,sshd,32210,120,S
708,0.00%,perf,32202,120,sshd,32223,120,S
709,0.00%,perf,32202,120,sshd,32227,120,S
710,0.00%,perf,32202,120,sshd,32229,120,S
711,0.00%,perf,32202,120,wicd,32217,120,S
712,0.00%,perf,32203,120,ksoftirqd/0,7,120,R
713,0.00%,ps,32216,120,ksoftirqd/0,7,120,D|T
714,0.00%,ps,32216,120,cyclictest,32204,120,R
715,0.00%,ptp0,1120,120,.koworker,1016,120,S
716,0.00%,rs:mainQ:Reg,626,120,systemd-journal,118,120,D
717,0.00%,rs:mainQ:Reg,626,120,jbd2/mmcblk1p2-,97,120,R
718,0.00%,rs:mainQ:Reg,626,120,.koworker,1014,120,S
719,0.00%,rs:mainQ:Reg,626,120,.koworker,1019,120,S
720,0.00%,rs:mainQ:Reg,626,120,cyclictest,32204,120,S
721,0.00%,rs:mainQ:Reg,626,120,sshd,32233,120,S
722,0.00%,rs:mainQ:Reg,626,120,wicd-monitor,990,120,S
723,0.00%,sh,32212,120,cron,32211,120,D|T
724,0.00%,sh,32212,120,.koworker,1014,120,R
725,0.00%,sh,32212,120,kworker/0,1,120,R
726,0.00%,sh,32213,120,kworker/0,1,120,R
727,0.00%,sshd,19316,120,systemd-journal,118,120,D
728,0.00%,sshd,19316,120,mmcqd/1,89,120,R
729,0.00%,sshd,19316,120,systemd-journal,118,120,R
730,0.00%,sshd,19316,120,cyclictest,32205,0,S
731,0.00%,sshd,19316,120,perf,32202,120,S
732,0.00%,sshd,19316,120,sshd,32228,120,S
733,0.00%,sshd,19316,120,sshd,32230,120,S
734,0.00%,sshd,27636,120,irq/31-44e0b000,90,49,R
735,0.00%,sshd,27636,120,ptp0,1120,120,R
736,0.00%,sshd,27636,120,dbus-daemon,518,120,S
737,0.00%,sshd,27636,120,ifconfig,32206,120,S
738,0.00%,sshd,27636,120,ifconfig,32207,120,S
739,0.00%,sshd,27636,120,ifconfig,32219,120,S
740,0.00%,sshd,27636,120,ifconfig,32220,120,S
741,0.00%,sshd,27636,120,ifconfig,32222,120,S
742,0.00%,sshd,27636,120,ifconfig,32225,120,S
743,0.00%,sshd,27636,120,sh,32212,120,S
744,0.00%,sshd,27636,120,wicd,32208,120,S
745,0.00%,sshd,27636,120,wicd,32217,120,S
746,0.00%,sshd,27636,120,wicd,32220,120,S
747,0.00%,sshd,27636,120,wicd,32221,120,S
748,0.00%,sshd,27636,120,wicd,32237,120,S
749,0.00%,sshd,32209,120,ksoftirqd/0,7,120,D|T
750,0.00%,sshd,32209,120,avahi-daemon,500,120,R
751,0.00%,sshd,32209,120,systemd-journal,118,120,R
752,0.00%,sshd,32210,120,sshd,32209,120,D|T
753,0.00%,sshd,32210,120,ksoftirqd/0,7,120,S
754,0.00%,sshd,32223,120,systemd,1,120,D|T
755,0.00%,sshd,32223,120,systemd-journal,118,120,R
756,0.00%,sshd,32223,120,.koworker,1019,120,S
757,0.00%,sshd,32224,120,ksoftirqd/0,7,120,D|T
758,0.00%,sshd,32224,120,.koworker,1019,120,S
759,0.00%,sshd,32224,120,ksoftirqd/0,7,120,S
760,0.00%,sshd,32226,120,ksoftirqd/0,7,120,D|T
761,0.00%,sshd,32226,120,.koworker,1014,120,S
762,0.00%,sshd,32226,120,sshd,27636,120,S
763,0.00%,sshd,32227,120,ksoftirqd/0,7,120,D|T
764,0.00%,sshd,32227,120,.koworker,1019,120,S
765,0.00%,sshd,32227,120,sshd,32223,120,S
766,0.00%,sshd,32228,120,cyclictest,32205,0,D|T
767,0.00%,sshd,32228,120,.koworker,1019,120,S
768,0.00%,sshd,32228,120,sshd,27636,120,S
769,0.00%,sshd,32229,120,ksoftirqd/0,7,120,D|T
770,0.00%,sshd,32229,120,.koworker,1016,120,S
771,0.00%,sshd,32229,120,.koworker,1019,120,S
772,0.00%,sshd,32229,120,cyclictest,32204,120,S
773,0.00%,sshd,32230,120,.koworker,1019,120,S
774,0.00%,sshd,32231,120,ksoftirqd/0,7,120,R
775,0.00%,sshd,32231,120,.koworker,1014,120,S
776,0.00%,sshd,32233,120,systemd,1,120,D|T
777,0.00%,sshd,32233,120,.koworker,1016,120,S
778,0.00%,sshd,32233,120,.koworker,1019,120,S
779,0.00%,sshd,32233,120,cyclictest,32205,0,S
780,0.00%,sshd,32234,120,cyclictest,32205,0,D|T
781,0.00%,sshd,32234,120,mmcqd/1,89,120,R
782,0.00%,sshd,32234,120,.koworker,1016,120,S
783,0.00%,sshd,32234,120,.koworker,1019,120,S
784,0.00%,sshd,32235,120,.koworker,1016,120,S
785,0.00%,sshd,32236,120,.koworker,1019,120,S
786,0.00%,sshd,740,120,kworker/0,1,120,R
787,0.00%,sshd,740,120,sshd,32223,120,S
788,0.00%,sshd,740,120,sshd,32229,120,S
789,0.00%,sshd,740,120,sshd,32230,120,S
790,0.00%,sshd,740,120,sshd,32235,120,S
791,0.00%,sudo,32203,120,ksoftirqd/0,7,120,D|T
792,0.00%,sudo,32203,120,systemd-journal,118,120,R
793,0.00%,sudo,32203,120,sudo,32204,120,S
794,0.00%,systemd-journal,118,120,sshd,19316,120,D
795,0.00%,systemd-journal,118,120,cyclictest,32204,120,R
796,0.00%,systemd-journal,118,120,mmcqd/1,89,120,R
797,0.00%,systemd-journal,118,120,.koworker,1014,120,S
798,0.00%,systemd-journal,118,120,.koworker,1019,120,S
799,0.00%,systemd-journal,118,120,cron,32211,120,S
800,0.00%,systemd-journal,118,120,cron,32212,120,S
801,0.00%,systemd-journal,118,120,perf,32202,120,S
802,0.00%,systemd-journal,118,120,sshd,32209,120,S
803,0.00%,systemd,1,120,kworker/0,1,120,R
804,0.00%,wicd-monitor,990,120,cyclictest,32204,120,S
805,0.00%,wicd-monitor,990,120,cyclictest,32205,0,S
806,0.00%,wicd,32207,120,cyclictest,32204,120,R
807,0.00%,wicd,32208,120,cyclictest,32204,120,R
808,0.00%,wicd,32217,120,cyclictest,32204,120,R
809,0.00%,wicd,32219,120,cyclictest,32204,120,R
810,0.00%,wicd,32219,120,kworker/0,1,120,R
811,0.00%,wicd,32220,120,cyclictest,32204,120,R
812,0.00%,wicd,32220,120,kworker/0,1,120,R
813,0.00%,wicd,32222,120,cyclictest,32204,120,R
814,0.00%,wicd,32222,120,kworker/0,1,120,R
815,0.00%,wicd,32225,120,cyclictest,32204,120,R
816,0.00%,wicd,32225,120,kworker/0,1,120,R
817,0.00%,wicd,32232,120,cyclictest,32204,120,R
818,0.00%,wicd,32232,120,ksoftirqd/0,7,120,R
819,0.00%,wicd,32237,120,cyclictest,32204,120,R
820,0.00%,wicd,984,120,ifconfig,32206,120,S
821,0.00%,wicd,984,120,ifconfig,32207,120,S
822,0.00%,wicd,984,120,ifconfig,32208,120,S
823,0.00%,wicd,984,120,ifconfig,32218,120,S
824,0.00%,wicd,984,120,ifconfig,32220,120,S
825,0.00%,wicd,984,120,ifconfig,32222,120,S
826,0.00%,wicd,984,120,systemd-journal,118,120,S
827,0.00%,wicd,984,120,wicd,32206,120,S
828,0.00%,wicd,984,120,wicd,32207,120,S
829,0.00%,wicd,984,120,wicd,32208,120,S
830,0.00%,wicd,984,120,wicd,32217,120,S
831,0.00%,wicd,984,120,wicd,32218,120,S
832,0.00%,wicd,984,120,wicd,32219,120,S
833,0.00%,wicd,984,120,wicd,32220,120,S
834,0.00%,wicd,984,120,wicd,32221,120,S
835,0.00%,wicd,984,120,wicd,32222,120,S
836,0.00%,wicd,984,120,wicd,32225,120,S
837,0.00%,wicd,984,120,wicd,32232,120,S
838,0.00%,wicd,984,120,wicd,32237,120,S
