,Overhead,Preempted process,Preempted process id,Preempted unknown,Preempting process,Preempting process id,Preempting unknown,Scheduled status
634,0.00%,ksoftirqd/0,7,120,systemd,1,120,S
635,0.00%,ksoftirqd/0,7,120,wicd,32361,120,S
636,0.00%,ksoftirqd/0,7,120,wicd,32365,120,S
637,0.00%,ksoftirqd/0,7,120,wicd,32376,120,S
638,0.00%,ksoftirqd/0,7,120,wicd,32390,120,S
639,0.00%,kthreadd,2,120,cyclictest,32353,0,R
640,0.00%,kthreadd,2,120,cyclictest,32352,120,S
641,0.00%,kthreadd,32364,120,kworker/u2,0,120,D
642,0.00%,kworker/0,0,120,cyclictest,32353,0,D
643,0.00%,kworker/0,0,120,jbd2/mmcblk1p2-,97,120,D
644,0.00%,kworker/0,0,120,wicd,32371,120,D
645,0.00%,kworker/0,0,120,.koworker,32386,120,t
646,0.00%,kworker/0,0,120,cron,32383,120,t
647,0.00%,kworker/0,0,120,cyclictest,32353,0,t
648,0.00%,kworker/0,0,120,ifconfig,32354,120,t
649,0.00%,kworker/0,0,120,ifconfig,32357,120,t
650,0.00%,kworker/0,0,120,ifconfig,32363,120,t
651,0.00%,kworker/0,0,120,ifconfig,32371,120,t
652,0.00%,kworker/0,0,120,ifconfig,32376,120,t
653,0.00%,kworker/0,0,120,ifconfig,32389,120,t
654,0.00%,kworker/0,0,120,ifconfig,32390,120,t
655,0.00%,kworker/0,0,120,mesg,32375,120,t
656,0.00%,kworker/0,0,120,perf,32351,120,t
657,0.00%,kworker/0,0,120,ptp0,1120,120,t
658,0.00%,kworker/0,0,120,Q,Reg,120,t
659,0.00%,kworker/0,0,120,sh,32384,120,t
660,0.00%,kworker/0,0,120,sh,32385,120,t
661,0.00%,kworker/0,0,120,sshd,32369,120,t
662,0.00%,kworker/0,0,120,sshd,740,120,t
663,0.00%,kworker/0,0,120,sudo,32351,120,t
664,0.00%,kworker/0,0,120,wicd,32354,120,t
665,0.00%,kworker/0,0,120,wicd,32359,120,t
666,0.00%,kworker/0,0,120,wicd,32361,120,t
667,0.00%,kworker/0,0,120,wicd,32362,120,t
668,0.00%,kworker/0,0,120,wicd,32363,120,t
669,0.00%,kworker/0,0,120,wicd,32365,120,t
670,0.00%,kworker/0,0,120,wicd,32376,120,t
671,0.00%,kworker/0,0,120,wicd,32389,120,t
672,0.00%,kworker/0,1H,100,.koworker,1019,120,t
673,0.00%,kworker/0,1H,100,perf,32349,120,t
674,0.00%,kworker/0,2,120,irq/31-44e0b000,90,49,R
675,0.00%,kworker/0,2,120,.koworker,1019,120,t
676,0.00%,kworker/0,2,120,cyclictest,32352,120,t
677,0.00%,kworker/0,2,120,kworker/0,0,120,t
678,0.00%,kworker/u2,0,120,ksoftirqd/0,7,120,D
679,0.00%,kworker/u2,0,120,kworker/u2,2,120,t
680,0.00%,kworker/u2,1,120,mmcqd/1,89,120,R
681,0.00%,kworker/u2,1,120,ifconfig,32354,120,t
682,0.00%,kworker/u2,1,120,sshd,740,120,t
683,0.00%,kworker/u2,1,120,wicd,32359,120,t
684,0.00%,kworker/u2,2,120,apache2,808,120,t
685,0.00%,kworker/u2,2,120,kworker/u2,1,120,t
686,0.00%,kworker/u2,2,120,perf,32349,120,t
687,0.00%,kworker/u2,2,120,Q,Reg,120,t
688,0.00%,kworker/u2,2,120,wicd-monitor,990,120,t
689,0.00%,ls,32377,120,ksoftirqd/0,7,120,D|T
690,0.00%,ls,32377,120,ksoftirqd/0,7,120,R
691,0.00%,ls,32377,120,ls,32379,120,R
692,0.00%,ls,32377,120,ksoftirqd/0,7,120,S
693,0.00%,ls,32377,120,ls,32379,120,S
694,0.00%,ls,32377,120,ls,32380,120,S
695,0.00%,ls,32378,120,ls,32377,120,D
696,0.00%,ls,32378,120,ls,32379,120,R
697,0.00%,ls,32378,120,ls,32382,120,S
698,0.00%,ls,32378,120,ksoftirqd/0,7,120,S|T
699,0.00%,ls,32379,120,cyclictest,32353,0,R
700,0.00%,ls,32379,120,ls,32377,120,R
701,0.00%,ls,32379,120,cyclictest,32352,120,S
702,0.00%,ls,32379,120,ksoftirqd/0,7,120,S
703,0.00%,ls,32379,120,ksoftirqd/0,7,120,S|T
704,0.00%,ls,32380,120,ksoftirqd/0,7,120,D|T
705,0.00%,ls,32380,120,cyclictest,32352,120,R
706,0.00%,ls,32380,120,kworker/0,0,120,R
707,0.00%,ls,32380,120,ls,32381,120,R
708,0.00%,ls,32381,120,cyclictest,32353,0,R
709,0.00%,ls,32381,120,ksoftirqd/0,7,120,S
710,0.00%,ls,32381,120,ls,32378,120,S
711,0.00%,ls,32381,120,ls,32380,120,S
712,0.00%,ls,32381,120,ksoftirqd/0,7,120,S|T
713,0.00%,ls,32382,120,ls,32378,120,R
714,0.00%,ls,32382,120,ls,32380,120,S
715,0.00%,ls,32382,120,ksoftirqd/0,7,120,S|T
716,0.00%,mesg,32375,120,ksoftirqd/0,7,120,D|T
717,0.00%,mesg,32375,120,cyclictest,32352,120,R
718,0.00%,mesg,32375,120,ksoftirqd/0,7,120,R
719,0.00%,mmcqd/1,89,120,irq/31-44e0b000,90,49,R
720,0.00%,mmcqd/1,89,120,kworker/0,0,120,R
721,0.00%,mmcqd/1,89,120,avahi-daemon,500,120,S
722,0.00%,mmcqd/1,89,120,ksoftirqd/0,7,120,S
723,0.00%,mmcqd/1,89,120,wicd-monitor,990,120,S
724,0.00%,nohup,32385,120,cyclictest,32352,120,R
725,0.00%,perf,32349,120,ksoftirqd/0,7,120,R
726,0.00%,perf,32349,120,kworker/0,0,120,R
727,0.00%,perf,32349,120,ksoftirqd/0,7,120,S
728,0.00%,perf,32349,120,sshd,32367,120,S
729,0.00%,perf,32349,120,sshd,32368,120,S
730,0.00%,ps,32388,120,ksoftirqd/0,7,120,D|T
731,0.00%,ps,32388,120,perf,32349,120,R
732,0.00%,ptp0,1120,120,.koworker,1016,120,S
733,0.00%,ptp0,1120,120,cyclictest,32352,120,S
734,0.00%,ptp0,1120,120,jbd2/mmcblk1p2-,97,120,S
735,0.00%,ptp0,1120,120,mmcqd/1,89,120,S
736,0.00%,rs:mainQ:Reg,626,120,sshd,19316,120,S
737,0.00%,rs:mainQ:Reg,626,120,sshd,27636,120,S
738,0.00%,rs:mainQ:Reg,626,120,sudo,32351,120,S
739,0.00%,sh,32384,120,cron,32383,120,D|T
740,0.00%,sh,32384,120,.koworker,1014,120,R
741,0.00%,sh,32385,120,cyclictest,32353,0,R
742,0.00%,sh,32385,120,kworker/0,0,120,R
743,0.00%,sshd,19316,120,kworker/0,0,120,R
744,0.00%,sshd,19316,120,cyclictest,32352,120,S
745,0.00%,sshd,19316,120,sshd,27636,120,S
746,0.00%,sshd,19316,120,sshd,32356,120,S
747,0.00%,sshd,27636,120,mmcqd/1,89,120,R
748,0.00%,sshd,27636,120,perf,32349,120,R
749,0.00%,sshd,27636,120,avahi-daemon,500,120,S
750,0.00%,sshd,27636,120,bash,32374,120,S
751,0.00%,sshd,27636,120,cron,32383,120,S
752,0.00%,sshd,27636,120,dbus-daemon,518,120,S
753,0.00%,sshd,27636,120,id,32374,120,S
754,0.00%,sshd,27636,120,ifconfig,32361,120,S
755,0.00%,sshd,27636,120,ifconfig,32362,120,S
756,0.00%,sshd,27636,120,ifconfig,32389,120,S
757,0.00%,sshd,27636,120,ifconfig,32390,120,S
758,0.00%,sshd,27636,120,wicd,32354,120,S
759,0.00%,sshd,27636,120,wicd,32357,120,S
760,0.00%,sshd,27636,120,wicd,32362,120,S
761,0.00%,sshd,27636,120,wicd,32363,120,S
762,0.00%,sshd,27636,120,wicd,32366,120,S
763,0.00%,sshd,27636,120,wicd,32389,120,S
764,0.00%,sshd,27636,120,wicd,32390,120,S
765,0.00%,sshd,32355,120,ksoftirqd/0,7,120,D|T
766,0.00%,sshd,32355,120,avahi-daemon,500,120,R
767,0.00%,sshd,32355,120,mmcqd/1,89,120,R
768,0.00%,sshd,32355,120,systemd-journal,118,120,R
769,0.00%,sshd,32355,120,.koworker,1014,120,S
770,0.00%,sshd,32355,120,.koworker,1019,120,S
771,0.00%,sshd,32356,120,ksoftirqd/0,7,120,D|T
772,0.00%,sshd,32356,120,.koworker,1014,120,S
773,0.00%,sshd,32356,120,sshd,27636,120,S
774,0.00%,sshd,32358,120,ksoftirqd/0,7,120,D|T
775,0.00%,sshd,32358,120,avahi-daemon,500,120,R
776,0.00%,sshd,32358,120,.koworker,1019,120,S
777,0.00%,sshd,32358,120,ksoftirqd/0,7,120,S
778,0.00%,sshd,32358,120,sshd,27636,120,S
779,0.00%,sshd,32360,120,ksoftirqd/0,7,120,D|T
780,0.00%,sshd,32360,120,ksoftirqd/0,7,120,S
781,0.00%,sshd,32367,120,ksoftirqd/0,7,120,D|T
782,0.00%,sshd,32367,120,avahi-daemon,500,120,R
783,0.00%,sshd,32367,120,systemd-journal,118,120,R
784,0.00%,sshd,32367,120,ksoftirqd/0,7,120,S
785,0.00%,sshd,32367,120,Q,Reg,120,S
786,0.00%,sshd,32368,120,.koworker,1019,120,S
787,0.00%,sshd,32369,120,ksoftirqd/0,7,120,D|T
788,0.00%,sshd,32369,120,cyclictest,32352,120,R
789,0.00%,sshd,32369,120,ksoftirqd/0,7,120,R
790,0.00%,sshd,32369,120,cyclictest,32352,120,S
791,0.00%,sshd,32369,120,sshd,27636,120,S
792,0.00%,sshd,32370,120,ksoftirqd/0,7,120,D|T
793,0.00%,sshd,32370,120,bash,32372,120,S
794,0.00%,sshd,32372,120,ksoftirqd/0,7,120,R
795,0.00%,sshd,740,120,kworker/0,0,120,R
796,0.00%,sshd,740,120,sshd,27636,120,S
797,0.00%,sshd,740,120,sshd,32368,120,S
798,0.00%,sudo,32351,120,ksoftirqd/0,7,120,D|T
799,0.00%,sudo,32351,120,.koworker,1014,120,R
800,0.00%,sudo,32351,120,.koworker,1019,120,R
801,0.00%,sudo,32351,120,sudo,32352,120,S
802,0.00%,systemd-journal,118,120,rsyslogd,627,120,R
803,0.00%,systemd-journal,118,120,.koworker,1014,120,S
804,0.00%,systemd-journal,118,120,cron,32383,120,S
805,0.00%,systemd-journal,118,120,cyclictest,32352,120,S
806,0.00%,systemd-journal,118,120,cyclictest,32353,0,S
807,0.00%,systemd,1,120,cyclictest,32353,0,R
808,0.00%,systemd,1,120,ksoftirqd/0,7,120,S
809,0.00%,wicd-monitor,990,120,ptp0,1120,120,R
810,0.00%,wicd,32354,120,cyclictest,32352,120,R
811,0.00%,wicd,32354,120,ksoftirqd/0,7,120,R
812,0.00%,wicd,32354,120,kworker/0,0,120,R
813,0.00%,wicd,32361,120,ksoftirqd/0,7,120,R
814,0.00%,wicd,32361,120,kworker/0,0,120,R
815,0.00%,wicd,32362,120,cyclictest,32352,120,R
816,0.00%,wicd,32366,120,ksoftirqd/0,7,120,R
817,0.00%,wicd,32371,120,cyclictest,32352,120,R
818,0.00%,wicd,32371,120,kworker/0,0,120,R
819,0.00%,wicd,32389,120,kworker/0,0,120,R
820,0.00%,wicd,32390,120,ksoftirqd/0,7,120,R
821,0.00%,wicd,984,120,.koworker,1014,120,S
822,0.00%,wicd,984,120,ifconfig,32354,120,S
823,0.00%,wicd,984,120,ifconfig,32359,120,S
824,0.00%,wicd,984,120,ifconfig,32366,120,S
825,0.00%,wicd,984,120,ifconfig,32376,120,S
826,0.00%,wicd,984,120,ifconfig,32390,120,S
827,0.00%,wicd,984,120,sshd,32355,120,S
828,0.00%,wicd,984,120,wicd,32354,120,S
829,0.00%,wicd,984,120,wicd,32357,120,S
830,0.00%,wicd,984,120,wicd,32359,120,S
831,0.00%,wicd,984,120,wicd,32361,120,S
832,0.00%,wicd,984,120,wicd,32362,120,S
833,0.00%,wicd,984,120,wicd,32363,120,S
834,0.00%,wicd,984,120,wicd,32365,120,S
835,0.00%,wicd,984,120,wicd,32366,120,S
836,0.00%,wicd,984,120,wicd,32371,120,S
837,0.00%,wicd,984,120,wicd,32376,120,S
838,0.00%,wicd,984,120,wicd,32389,120,S
839,0.00%,wicd,984,120,wicd,32390,120,S
